10000 32
5333 -1.5370337 -1.1629838 1.1158046 -1.6278045 -0.105606616 0.78625274 -0.60179734 -0.33799478 -0.2461781 4.655361 0.27652165 -1.240897 0.15320705 0.17514756 0.44743416 0.14660434 -0.22642528 1.0829563 1.8937584 -0.7195623 0.53708917 -2.5635564 0.46212915 -0.91795313 1.8065708 2.1177943 -3.7327814 -0.90079737 -0.49602792 -2.7285013 1.2132074 -1.6063132
5907 -0.2918464 -3.081763 2.1372886 1.7373062 0.7787325 0.12848842 3.556469 0.32846293 0.28620243 2.0687783 0.842879 -0.40527436 0.25700086 -0.38403055 0.14069973 -1.669575 -1.9544488 -1.1419581 3.7957926 0.63420486 1.040311 -1.8110497 -0.81197834 0.3157642 -1.2617171 2.1034882 -0.6416717 1.2200512 1.3166822 1.6922342 2.3378153 -1.9936582
7451 2.653047 -1.8113866 2.1005325 -2.553624 1.4053838 -1.7456939 -1.2783991 -1.0796893 -1.2617748 2.7534516 -0.35293558 -0.65349483 -0.39050174 -0.5631361 0.7899434 -2.8373797 0.12268934 -1.546041 1.1938205 1.8906244 -2.3618827 0.61678386 0.9680828 0.4078451 1.2540962 1.5877478 1.067749 -0.21368939 2.6895516 -1.8646531 -0.18383768 3.7595196
7715 -1.5377514 -2.3842013 0.641896 1.7679715 0.48583406 -1.25268 -0.2777152 -1.0209501 -0.8443171 0.542168 0.39846238 1.9129587 0.18537185 -0.51569635 -0.71396685 -2.0405002 -5.721771 -1.37074 -0.08938842 0.98860234 -1.2163929 -1.9492906 -1.2768247 -0.7428852 3.208022 1.2954003 0.6711623 0.9357911 -2.0713203 0.23509109 -0.8573829 1.3378763
586 -0.3379982 -1.9010367 1.0766889 -2.4359543 0.23725064 1.0145828 -2.0092523 0.2266844 -2.5659676 2.5134037 1.088664 -0.6435923 -0.029384574 -2.317059 0.36314264 -0.43809056 0.13238761 -0.96987087 2.0625086 -0.32395014 -1.763232 2.6197364 0.27827874 -1.7924801 1.4881529 1.7319528 -1.1164345 -0.14230536 2.2324266 0.20115738 2.7669978 -0.33197922
3472 1.4853456 -1.5823127 0.74608773 -1.8623725 1.3993365 -2.3316464 -0.798847 -1.8898684 0.8533656 3.3938823 0.7575733 0.08877105 1.5440911 -1.938337 -1.7989122 1.9473659 -1.2901508 -0.37238494 0.35856834 0.9587149 -2.0647876 1.6212702 -0.52606165 1.2142837 2.7525003 2.6485162 0.8355227 -0.8466696 -1.8729165 2.0049553 1.2876472 1.8805163
8127 0.3759499 -3.3313315 0.9360908 -1.1135737 1.7620479 -0.5432665 1.8960181 2.4569526 -0.23783737 2.6649103 -1.4836397 -0.6450183 -0.086978614 1.7696201 -0.085439764 0.65134054 0.032363065 -2.4251626 0.5610507 1.2169392 -2.594396 -0.72476846 2.4187255 1.4848855 -0.9559549 -0.30354938 0.81998265 -1.3856966 0.4644161 -0.92951065 1.1719469 -2.6663282
4680 0.8497347 -1.2183886 0.99419093 -0.39174333 1.3898321 -1.6041889 -0.13573875 0.57772785 -0.38817218 2.779471 1.4642396 -0.034303214 -0.995877 0.673088 -3.1380873 0.16959503 -0.5926777 -2.8619351 -0.1537605 -0.9518174 -2.7537706 -0.29782128 -1.3677093 -1.9412814 4.6358833 0.8039128 -1.4971492 -0.3808909 1.644837 -0.1400482 -0.21812786 -2.7020187
4142 -0.23206006 -2.5410097 1.9795668 -2.2787158 -0.21200897 1.0973693 -1.2647063 0.1286555 -2.4583433 2.4591837 1.3772864 -1.7948921 0.4998066 -1.7769041 1.0957528 -0.48371255 0.343722 -1.4744499 2.0432684 -0.70921236 -1.2946156 3.0298505 0.64413536 -0.47787285 1.0768129 2.4231977 -1.3874744 1.0279908 1.3777659 -0.1422973 2.5873039 -0.30135584
1591 -0.67849255 0.9651414 -1.3326657 0.15449838 1.349282 0.974117 1.8383368 -1.4106735 -1.7568152 1.3020529 -1.1190562 -1.5691112 1.7538909 -3.5187933 0.012762084 -0.97440875 -2.7428153 -4.071953 1.4674724 1.5632493 -2.1848104 -0.5374513 -0.7393214 0.2763265 0.57884496 0.66586477 0.47160396 2.999513 0.8028776 -1.1317434 0.6244989 0.25066996
3256 -0.13463715 -0.15450275 0.50962514 -2.8230746 -0.38769603 -1.9715315 0.1267142 2.911704 1.7010823 1.0855064 -0.39352733 -2.1231904 -0.9794101 -1.6195717 0.92162144 -1.5815818 0.92265683 -2.4597507 2.929859 3.2531586 -1.1665078 -1.0575517 2.3333087 0.11335058 -0.505946 -2.5734043 -0.47659057 1.2130927 -0.064472586 0.7251772 -0.27754444 -0.8427599
1822 -0.23913412 -0.87372416 0.39063796 -0.25216806 -0.13769469 -0.5173494 -0.9794362 -1.0770997 0.4413516 0.47179058 0.864494 -2.3141239 3.691514 -0.56349546 -0.80392164 -0.19421247 -0.8040155 -1.443281 1.9364269 1.443893 0.56180143 -0.97441447 0.940655 -0.41009903 2.1666474 -0.8055919 -0.4862069 -4.8264256 0.44840378 -1.1184088 3.247822 -0.3153504
459 0.18898132 -2.418441 0.2239765 -2.7801824 1.4083695 -2.826735 -2.083937 -0.10531507 -0.4995263 2.861849 1.1782292 -1.0787032 -0.34372747 2.0075643 -0.4520749 -0.36013243 -0.96181494 -1.559433 -1.4349282 -0.9722721 -1.9691409 -0.8913048 1.5953299 -0.8539048 3.2304378 0.93951833 3.011812 -0.4114875 1.244355 -0.73003227 0.5873913 1.924747
7194 0.53985935 -0.84520996 1.9185426 1.7987264 -2.5557878 -1.2200309 2.4697444 0.9882089 0.7638349 1.7985002 1.4616721 -5.587509 -1.1927088 -0.5808649 0.11251498 -0.80763936 -4.0185266 -0.5705043 -0.5787635 1.3395789 1.0962777 -1.0964847 0.7437882 0.4895418 0.5968554 0.934854 0.6924539 -0.4661495 1.474442 0.120747566 0.71832556 0.9449571
4474 1.0454643 -4.6443405 0.32731715 -3.0918388 2.3783908 0.13383363 0.20135452 -0.9940438 1.0379233 1.9733403 0.0020723008 1.2905774 2.6779761 0.8836868 -1.6706306 -0.9822275 -0.46131757 -2.3724236 0.4480667 2.1629562 -0.2651825 -1.1097575 -0.27958253 -2.3491435 0.9704862 0.1269402 0.07271004 0.37272593 -0.068004735 -3.1360283 -0.49291432 -0.60773283
1230 -0.4030315 -2.0572696 1.3139895 -2.375611 0.46042556 0.94987607 -1.7209733 0.27560973 -2.8841174 2.846485 1.1084989 -1.4809352 0.11800597 -2.1781864 0.6461783 -0.58056617 0.3548332 -1.1050831 1.748613 -0.38899517 -1.5008674 3.0357666 0.2659228 -1.3485814 1.1511004 2.516391 -1.6222401 0.39887178 1.3565229 0.3126804 2.4399364 -0.31103826
7078 1.3361769 0.14730601 0.3019376 -1.1678113 -0.06846749 0.71089363 0.30522978 0.93186927 1.8814731 3.6891444 -1.203217 -0.42535064 -0.5595481 -1.0101066 -1.0371246 -3.5193765 -1.6771542 -2.7201636 -1.6152543 1.3031158 0.053843115 -1.6833187 -3.2423284 -0.24304003 0.7430229 -0.3472312 -1.5596641 0.31902316 0.7595624 0.5646671 -0.2857641 -2.2140887
7093 -1.5408978 0.04987601 0.6419702 1.0690229 0.755549 -1.0573806 1.1895744 -0.5695303 0.03296871 3.7620652 3.138849 1.6260823 -0.8155908 0.41856328 -3.5902104 1.2511803 -1.4869653 -2.9859016 -0.051023874 0.31721854 -0.40342593 0.7829384 -0.8821804 -1.0381967 2.5636451 1.4399738 0.48098892 1.4243966 0.31760964 -0.6874793 2.4687562 -1.2439495
4040 0.5199788 -0.59158725 -0.06673069 0.39575943 -1.0656863 -1.3787357 0.9279629 -0.16305085 -1.5561346 1.450378 0.029068101 -0.99913764 2.788527 0.025780337 1.1406845 -2.8469632 -0.09692826 0.18666942 2.35131 0.43709004 -3.189902 -2.3097537 -1.0663068 1.3134493 1.8547518 2.6123993 1.1567336 0.2850588 0.8341511 -1.8123394 0.18019691 -3.5496404
3880 0.61009717 -1.7496674 -0.58286417 -0.5510684 1.3282062 1.0935148 1.2734064 -1.6393305 1.7299339 0.69054055 2.0478275 1.2294588 1.1590587 2.6759796 -2.4944036 -2.079035 -1.5682956 -1.3364037 0.31305802 1.427744 -1.3076224 -2.7615266 1.9272836 -0.16692403 2.0164945 0.024837498 -0.7272837 0.62150544 -0.59795994 -0.34236974 3.2638092 0.98939025
4548 -2.4650106 -0.62954956 -0.46082914 0.8243552 1.3941419 0.5367374 1.2928182 0.35353515 0.14481676 3.296806 -0.06973064 1.6980926 -1.012897 -1.4437529 -1.0397991 -1.2317502 -1.3505868 -0.6128151 0.09140768 0.6998945 -1.4896084 -3.0001695 1.4350729 -2.101261 1.303645 -0.8388353 0.58648807 -0.88164055 1.7471343 1.8484144 4.92298 -2.223368
