	N	KNN	CPD	Time	Distortion
0	1000.0	0.8565714285714354	0.9928980265498761	14.573519468307495	0.024990327221889062
1	25750.0	0.6291955617198511	0.9777220141773381	288.46461820602417	0.04320749627744968
2	50500.0	0.4981725601131569	0.9724526641830433	592.0231449604034	0.045982730535286294
3	75250.0	0.4112112007593536	0.9937037851395808	934.2871243953705	0.04693219143398516
4	100000.0	0.34869714285714076	0.9872233547093935	1255.6697325706482	0.06396847022503928
