	N	KNN	CPD	Time	Distortion
0	1000.0	0.8558571428571489	0.9937647559599032	14.524350643157959	0.02634291880174434
1	25750.0	0.6320721220527168	0.9652203445759848	302.18127942085266	0.04327613015722284
2	50500.0	0.4987736916548857	0.9822675094618687	605.0386910438538	0.04876394370513632
3	75250.0	0.4070915994304519	0.9805483265581945	925.9363834857941	0.0496978838886346
4	100000.0	0.3434557142857081	0.9620352264825394	1255.3290972709656	0.09334407221912075
