[0.09135115 0.09265712 0.1403312 ]
[0.06851242 0.08353256 0.89959753]
[0.64895858 0.2778045  0.93624635]
[0.40336747 0.80824419 0.29229919]
[0.95524271 0.53722599 0.26206763]
[0.67464889 0.05591966 0.83992286]
[0.83062653 0.47524101 0.05243642]
[0.08512714 0.92234236 0.82155565]
[0.70165285 0.45666017 0.56356908]
[0.89921255 0.21740144 0.88990884]
[0.37565107 0.22417224 0.95072198]
[0.86956758 0.39447057 0.09649428]
[0.93742833 0.57544463 0.92084058]
[0.96675883 0.19385392 0.60957755]
[0.07445962 0.58832717 0.1704389 ]
[0.31092165 0.70462878 0.55043858]
[0.25497431 0.42408518 0.9652691 ]
[0.5258559  0.06408026 0.70857143]
[0.58273937 0.94259112 0.86596256]
[0.44081861 0.81153871 0.04670521]
[0.32441816 0.80860765 0.58542231]
[0.3880852  0.35651478 0.98770584]
[0.77530712 0.10173393 0.86833482]
[0.19602088 0.82639173 0.35773004]
[0.78675423 0.90085101 0.05536076]
[0.30302329 0.093602   0.88570058]
[0.67650781 0.66603455 0.2352059 ]
[0.48425769 0.03411477 0.34311726]
[0.08126335 0.11307447 0.22076467]
[0.86549348 0.29352205 0.19404443]
[0.40843545 0.77865125 0.87255346]
[0.68060906 0.28099132 0.88391598]
[0.804937   0.65463492 0.19344974]
[0.83531764 0.28296696 0.50574906]
[0.5974127  0.52939474 0.60332589]
[0.00622712 0.77256725 0.62585799]
[0.48160792 0.26397837 0.30421322]
[0.78376817 0.96413003 0.30260011]
[0.52340548 0.06562375 0.66408888]
[0.71789835 0.45502057 0.81275845]
[0.71291587 0.09896905 0.34475874]
[0.05037061 0.75055541 0.4644213 ]
[0.62166925 0.55654539 0.79252684]
[0.5492694  0.6003355  0.06396568]
[0.72567164 0.3250015  0.92389766]
[0.67732011 0.55424792 0.74921282]
[0.87986986 0.35945209 0.91574225]
[0.70572212 0.49806096 0.51703521]
[0.88980943 0.71982181 0.35740617]
[0.27193502 0.02978731 0.33670304]
[0.26817641 0.11572466 0.54720695]
[0.64106655 0.39703603 0.92580755]
[0.84401753 0.21740977 0.13130847]
[0.32385498 0.63928294 0.72223098]
[0.06191463 0.37909883 0.75600271]
[0.47237461 0.19720831 0.67092448]
[0.18319438 0.69990896 0.21552191]
[0.51427519 0.41969144 0.70227523]
[0.6129008  0.02934777 0.81115523]
[0.90050659 0.12801098 0.85936064]
[0.60327667 0.93668367 0.33090849]
[0.06276588 0.10308368 0.87962547]
[0.62700901 0.79615625 0.02931637]
[0.77835109 0.256188   0.09114598]
[0.66194775 0.47808284 0.47029327]
[0.62389841 0.9016307  0.26463888]
[0.30274732 0.1793814  0.57826517]
[0.95207117 0.57884102 0.17917579]
[0.33403645 0.51435017 0.89992143]
[0.77286749 0.23344143 0.129983  ]
[0.03724855 0.69972202 0.22805201]
