[0.06641814 0.09685337 0.09126307]
[0.01730891 0.10412857 0.95011612]
[0.04306736 0.19517801 0.65665874]
[0.77287909 0.77325364 0.60854761]
[0.45316873 0.26311044 0.25265169]
[0.73969962 0.05015735 0.42393898]
[0.17327943 0.03037274 0.1405779 ]
[0.04907928 0.90915737 0.73514169]
[0.1593611  0.90702428 0.29704203]
[0.92343294 0.6258883  0.95695387]
[0.97874175 0.56118555 0.38545086]
[0.14884971 0.56003056 0.31081128]
[0.58970038 0.18565235 0.50437352]
[0.15246072 0.15919899 0.67643379]
[0.2613841  0.21438166 0.51946121]
[0.54011589 0.84039738 0.84348257]
[0.66457591 0.05076133 0.92709915]
[0.12162351 0.45665099 0.09332058]
[0.79841916 0.44682185 0.32252353]
[0.23064954 0.88726518 0.97315392]
[0.17507037 0.07925235 0.92370067]
[0.60949838 0.29839117 0.85874796]
[0.27170076 0.20166335 0.36289011]
[0.52783234 0.21091446 0.44491742]
[0.14247237 0.32766427 0.76088732]
[0.69337968 0.57898088 0.24067572]
[0.46343908 0.46430205 0.40398775]
[0.67532858 0.6863215  0.33446453]
[0.89350524 0.77231768 0.19239466]
[0.89671618 0.36526065 0.41353007]
[0.89080007 0.58075787 0.02507884]
[0.07467744 0.39594714 0.89349633]
[0.55081815 0.92656775 0.23454017]
[0.77243199 0.91321606 0.77805642]
[0.94238691 0.06987369 0.26714673]
[0.53302562 0.09658097 0.30359216]
[0.77712882 0.22822655 0.79046834]
[0.66707544 0.7680043  0.39597834]
[0.53490879 0.86982299 0.66651446]
[0.9174626  0.62840555 0.04764912]
[0.81378614 0.74963484 0.7724248 ]
[0.1649334  0.81149904 0.55671887]
[0.70710656 0.03437883 0.4391993 ]
[0.90823029 0.75298096 0.87325831]
[0.27315995 0.88453407 0.49397668]
[0.14213974 0.38445657 0.83757527]
[0.50806689 0.88493012 0.62269334]
[0.01494535 0.52041313 0.31263434]
[0.93220672 0.07668466 0.40768129]
[0.39368222 0.57004221 0.6662153 ]
[0.474941   0.04334887 0.60518483]
[0.16574796 0.10535876 0.39651869]
[0.98240336 0.49405191 0.71487319]
[0.93620579 0.12761955 0.62674749]
[0.42002169 0.67886742 0.41588741]
[0.19982431 0.44222299 0.76100492]
[0.82320419 0.53052257 0.24550259]
[0.9660896  0.95394486 0.3798442 ]
[0.50340144 0.7937055  0.57812775]
[0.20180174 0.16567319 0.29465362]
[0.16098842 0.94438503 0.416102  ]
[0.68470039 0.66417209 0.72449642]
[0.63103568 0.02163419 0.53394858]
[0.64507663 0.13408606 0.2346052 ]
[0.29625361 0.16665057 0.04555518]
[0.69652862 0.07174818 0.29085961]
[0.80037618 0.81402085 0.41499436]
[0.07924855 0.61635017 0.65956788]
[0.32162068 0.76297307 0.00381467]
[0.73618494 0.86071374 0.89470273]
[0.83819476 0.97721989 0.07802147]
[0.21675747 0.72045394 0.18210586]
[0.31583161 0.78960726 0.76909663]
[0.23010183 0.96210563 0.8646862 ]
[0.73505961 0.68805493 0.55533081]
[0.05725951 0.92576777 0.86580406]
[0.91626566 0.6928945  0.12465352]
[0.96560913 0.95592783 0.4154359 ]
[0.2898223  0.66185504 0.95624347]
[0.87195161 0.10325673 0.19353234]
[0.68164805 0.93487236 0.8439197 ]
[0.39439367 0.98467179 0.58038867]
[0.95532076 0.53304037 0.74879223]
[0.87148163 0.71185673 0.80575072]
[0.62961818 0.5570955  0.94702428]
[0.67666975 0.66883384 0.59061888]
[0.07937552 0.11675629 0.13909165]
[0.28851182 0.24812789 0.63733738]
[0.0435596  0.79434391 0.41813415]
[0.15117578 0.94626915 0.40953385]
[0.17931814 0.96776385 0.71719303]
[0.76287863 0.56807162 0.76134023]
[0.25536435 0.1677377  0.88146728]
[0.39329444 0.37186108 0.43437822]
[0.06672546 0.97567655 0.34505386]
[0.35504267 0.04172    0.10530598]
[0.56884116 0.0828876  0.0406455 ]
[0.27814924 0.13139995 0.81677143]
[0.84814561 0.82787515 0.5909128 ]
[0.11981823 0.46764018 0.04417672]
[0.26565641 0.35182178 0.5242831 ]
[0.06147433 0.19072031 0.62294359]
[0.39944812 0.47109587 0.02402327]
[0.96106245 0.81440869 0.76810199]
[0.80075817 0.36644765 0.96211021]
[0.89518607 0.1799558  0.03182404]
[0.87403407 0.05117815 0.15188763]
[0.37930084 0.2690738  0.31319506]
[0.80876857 0.78766293 0.6155343 ]
[0.62916303 0.80397925 0.01512895]
[0.73486923 0.7754869  0.57172099]
[0.46358263 0.46796957 0.57059115]
[0.77951207 0.56713491 0.22665769]
[0.40179035 0.05525697 0.06186712]
[0.90868025 0.56331361 0.92231624]
[0.13765517 0.74425457 0.8718799 ]
[0.38746442 0.96634109 0.270362  ]
[0.47594763 0.89275633 0.56919088]
[0.18844042 0.42835416 0.8018608 ]
[0.81475398 0.64941317 0.29985595]
[0.50283368 0.80633839 0.25499539]
[0.08379963 0.41593829 0.75662147]
[0.59816717 0.04639152 0.81249743]
[0.16599767 0.93523474 0.94993605]
[-0.00126631  0.49102795  0.55918572]
[0.91929663 0.03162379 0.30713107]
[0.12098797 0.23833838 0.66074519]
[0.90189474 0.65458338 0.13779783]
[0.81152976 0.88074379 0.32121336]
[0.13280144 0.46345747 0.50487757]
[0.54600466 0.57149857 0.09655761]
[0.04018241 0.23917329 0.31614739]
[0.08202229 0.52672834 0.09920926]
[0.67054924 0.66011599 0.77090567]
[0.7941959  0.02410351 0.91935947]
[0.96415916 0.65720571 0.15831154]
[0.91414785 0.8190805  0.96844515]
[0.90818616 0.09455497 0.40293121]
[0.04163981 0.75127728 0.11060134]
[0.40343618 0.30024126 0.95653698]
[0.01362399 0.24679508 0.54412404]
[0.75240514 0.8277608  0.86514473]
[0.83211168 0.57201233 0.19871722]
[0.24496857 0.4882676  0.51082986]
[0.19642614 0.35355904 0.69854757]
[0.95259929 0.89430459 0.20989696]
[0.47128807 0.87855383 0.03726142]
[0.63150729 0.59807447 0.76089099]
[0.17390197 0.0460114  0.44144916]
[0.54427023 0.11214323 0.68859361]
[0.14681277 0.91062487 0.14864858]
[0.59324836 0.74045761 0.44779715]
[0.58994129 0.67344824 0.40976237]
[0.36273567 0.03971151 0.85952038]
[0.15360979 0.39554512 0.57427367]
[0.04373666 0.72775514 0.93050755]
[0.60871856 0.52165367 0.21600555]
[0.78139733 0.57360572 0.91532943]
[0.31151334 0.65144013 0.34701681]
[0.42371025 0.30320039 0.89429118]
[0.61998536 0.95324255 0.3625937 ]
[0.84226515 0.14235817 0.53775899]
[0.84076704 0.07116351 0.02003318]
[0.08795937 0.9153236  0.13889767]
[0.85739104 0.49345388 0.03593725]
[0.12741428 0.71999222 0.01614026]
[0.96226179 0.63037841 0.30064257]
[0.35917649 0.08425295 0.4506965 ]
[0.212985   0.07139404 0.62852449]
[0.42818081 0.16331682 0.07668604]
[0.22729489 0.15560588 0.2302904 ]
[0.09455018 0.84212913 0.06900436]
[0.02449851 0.52278394 0.28457327]
[0.98215375 0.54337875 0.73270127]
[0.64856624 0.51837605 0.40690352]
[0.09236428 0.84793184 0.78218552]
[0.76865534 0.37792714 0.17251772]
[0.39996523 0.74992672 0.862412  ]
[0.4917776  0.79557474 0.9688627 ]
[0.33512726 0.77140712 0.07250675]
[0.38436549 0.36397881 0.35958636]
[0.89187996 0.83916108 0.54214189]
[0.58974775 0.54733518 0.04121822]
[0.35067195 0.68897616 0.71325236]
[0.52504562 0.41392351 0.04355756]
[0.97912647 0.73105609 0.19907189]
[0.17341385 0.68732185 0.38532511]
[0.5240731  0.03315133 0.10194139]
[0.92272158 0.86608619 0.60509477]
[0.32324488 0.88847855 0.01673158]
[0.89351022 0.83965742 0.4085023 ]
[0.81263429 0.50206766 0.74603583]
[0.92632984 0.30862485 0.66612019]
[0.94638942 0.6358172  0.06394596]
[0.86683647 0.12603706 0.19975958]
[0.24652553 0.6993117  0.57445655]
[0.16910606 0.46156683 0.88104156]
[0.97951978 0.60839775 0.2567531 ]
[0.0758872  0.2759712  0.96492572]
[0.74224556 0.56585611 0.3332375 ]
[0.15056    0.35703413 0.22661598]
[0.17697588 0.25412737 0.17574354]
[0.63644552 0.54488282 0.39918313]
[0.61343334 0.82900301 0.20335871]
